Mes/Año;N° Día;Fecha;Hábil/No Hábil;TIPO DIA;AUTO+GUMAs;DEMANDA DISTRIBUIDOR;TEMPERATURA MEDIA GBA °C;ALIMENTACIÓN. COMERCIOS Y SERVICIOS;INDUSTRIAS
ago-23;11;11/8/2023;Hábil;Viernes;2186.0;15605.7;12.4;421.0;1278.8
ago-23;12;12/8/2023;No Hábil;Sábado;2080.2;15586.9;7.8;379.3;1212.5
ago-23;13;13/8/2023;No Hábil;Domingo;1941.9;14560.6;9.5;339.8;1091.9
ago-23;14;14/8/2023;Hábil;Lunes;2070.7;15251.6;16.3;402.2;1162.6
ago-23;15;15/8/2023;Hábil;Martes;2162.5;14299.1;17.9;424.7;1273.3
ago-23;16;16/8/2023;Hábil;Miércoles;2218.2;14232.5;19.5;440.0;1302.6
ago-23;17;17/8/2023;Hábil;Jueves;2340.3;15251.3;15.3;433.7;1313.8
ago-23;18;18/8/2023;Hábil;Viernes;2270.7;15529.3;13.2;421.7;1315.4
ago-23;19;19/8/2023;No Hábil;Sábado;2168.0;15266.7;9.4;379.2;1299.9
ago-23;20;20/8/2023;No Hábil;Domingo;1971.7;14371.4;9.3;320.6;1167.6
ago-23;21;21/8/2023;No Hábil;Lunes;1867.0;14358.9;12.3;327.2;1045.6
ago-23;22;22/8/2023;Hábil;Martes;2108.0;15273.4;14.0;389.1;1228.4
